id,timestamp,record_ids,stage,rule_fired,confidence,decision,match_type,llm_reasoning,final_status,previous_hash,record_hash
1571,2026-09-04T03:15:25.980682+00:00,sett_0014-TXN_887352-ORD_SYNTH_0014,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,0c5e169d8f9f881277872f09783de360784c76b847a0f9545360d25564badb4f,fd7491feededa5bc19ca422577c4d9afc27b0e8e8cf51c7de2dbf9f11bd44581
1572,2026-09-04T03:15:25.994727+00:00,sett_0018-TXN_676510-ORD_SYNTH_0018,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,fd7491feededa5bc19ca422577c4d9afc27b0e8e8cf51c7de2dbf9f11bd44581,5248439c6db18ec525bec4071c6abfc652b705a54b4dc8cd56c2bf81f8ab492a
1573,2026-09-04T03:15:26.010042+00:00,sett_0019-TXN_823378-ORD_SYNTH_0019,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,5248439c6db18ec525bec4071c6abfc652b705a54b4dc8cd56c2bf81f8ab492a,6c3d017a64faff9d7390dc2d25bd363d546c03f74ea456067c33e8442493247b
1574,2026-09-04T03:15:26.024220+00:00,sett_0020-TXN_573417-ORD_SYNTH_0020,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,6c3d017a64faff9d7390dc2d25bd363d546c03f74ea456067c33e8442493247b,09a62fdb71a3b3ab54f3fcacf126b2cb32457c3b43c1b2aa5b82c33958fb407b
1575,2026-09-04T03:15:26.037606+00:00,sett_0021-TXN_107540-ORD_SYNTH_0021,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,09a62fdb71a3b3ab54f3fcacf126b2cb32457c3b43c1b2aa5b82c33958fb407b,e228d37ddf857dd107ce31114293f724b06f8c439cc929396c59ebeb2b864ee9
1576,2026-09-04T03:15:26.051728+00:00,sett_0023-TXN_946721-ORD_SYNTH_0023,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,e228d37ddf857dd107ce31114293f724b06f8c439cc929396c59ebeb2b864ee9,0720c637eaccb097a9723576b6e87b2da8fad18fe773dfe6585df6853b2e2647
1577,2026-09-04T03:15:26.066054+00:00,sett_0024-TXN_864491-ORD_SYNTH_0024,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,0720c637eaccb097a9723576b6e87b2da8fad18fe773dfe6585df6853b2e2647,8c2a0a7ce79103be4bc9c3bd8047eb8edf2aa46e991f8b7703e7e732a1a406de
1578,2026-09-04T03:15:26.080013+00:00,sett_0027-TXN_604740-ORD_SYNTH_0027,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,8c2a0a7ce79103be4bc9c3bd8047eb8edf2aa46e991f8b7703e7e732a1a406de,30202e3bddf0bb310a3103e3b3d172445c10bac42e416fab406c5486a57cf7bd
1579,2026-09-04T03:15:26.094170+00:00,sett_0028-TXN_923267-ORD_SYNTH_0028,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,30202e3bddf0bb310a3103e3b3d172445c10bac42e416fab406c5486a57cf7bd,56e668907eb6b51814d99fc03702672bd7c205a3d508f3193eb3e6851fb59a7a
1580,2026-09-04T03:15:26.108144+00:00,sett_0029-TXN_262316-ORD_SYNTH_0029,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,56e668907eb6b51814d99fc03702672bd7c205a3d508f3193eb3e6851fb59a7a,faeac10878a760525d35892e73256f2ed1e9e35e80386d33bd48d2f4ddfa19ba
1581,2026-09-04T03:15:26.120936+00:00,sett_0030-TXN_159942-ORD_SYNTH_0030,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,faeac10878a760525d35892e73256f2ed1e9e35e80386d33bd48d2f4ddfa19ba,4e8f4a1202ff388335eff7705ee25083f88ead89544c7c7f4cfdae490f102853
1582,2026-09-04T03:15:26.133971+00:00,sett_0031-TXN_184002-ORD_SYNTH_0031,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,4e8f4a1202ff388335eff7705ee25083f88ead89544c7c7f4cfdae490f102853,b8d3b80d7440b4c3ef224d8501915b283086f5a1ef69a183fd2c77890ba89f6a
1583,2026-09-04T03:15:26.155612+00:00,sett_0032-TXN_697347-ORD_SYNTH_0032,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,b8d3b80d7440b4c3ef224d8501915b283086f5a1ef69a183fd2c77890ba89f6a,4cce45f2f19772ca505785b35a30cb4c6e328dac6721d9bfd28ec443b78f3e3c
1584,2026-09-04T03:15:26.171147+00:00,sett_0033-TXN_431737-ORD_SYNTH_0033,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,4cce45f2f19772ca505785b35a30cb4c6e328dac6721d9bfd28ec443b78f3e3c,706aa9cc4e9170f54cc93b819b75c711d8a476db8e830e398248c23d7fca90a0
1585,2026-09-04T03:15:26.185427+00:00,sett_0034-TXN_414569-ORD_SYNTH_0034,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,706aa9cc4e9170f54cc93b819b75c711d8a476db8e830e398248c23d7fca90a0,c24d5310600dc092eecdd920f9de680077389a484861dcd1b1363a5defc70add
1586,2026-09-04T03:15:26.199275+00:00,sett_0035-TXN_204837-ORD_SYNTH_0035,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,c24d5310600dc092eecdd920f9de680077389a484861dcd1b1363a5defc70add,928e1407b89565658bf4a16be8b8ac01a74f53ec1675b6f06ad5d9d7c44e582a
1587,2026-09-04T03:15:26.211991+00:00,sett_0036-TXN_487477-ORD_SYNTH_0036,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,928e1407b89565658bf4a16be8b8ac01a74f53ec1675b6f06ad5d9d7c44e582a,81c745d0637aded11378f8e7e09ff82008d5519e5eb9ec090be8605920b160c8
1588,2026-09-04T03:15:26.226208+00:00,sett_0037-TXN_800305-ORD_SYNTH_0037,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,81c745d0637aded11378f8e7e09ff82008d5519e5eb9ec090be8605920b160c8,0d869368968fcb3580353a7f5f27676b453c9e5599d40ab0e605b748ffd2d661
1589,2026-09-04T03:15:26.241172+00:00,sett_0038-TXN_262998-ORD_SYNTH_0038,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,0d869368968fcb3580353a7f5f27676b453c9e5599d40ab0e605b748ffd2d661,ec3cc76360854c14a7c9c216cd8e0941884e14f43237c5053e70eb474d442d74
1590,2026-09-04T03:15:26.255247+00:00,sett_0039-TXN_629959-ORD_SYNTH_0039,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,ec3cc76360854c14a7c9c216cd8e0941884e14f43237c5053e70eb474d442d74,0eb434fe06c4b1b0baa97e78a2046944b8b3b2c7b6400610b9879bd124673528
1591,2026-09-04T03:15:26.268421+00:00,sett_0040-TXN_146228-ORD_SYNTH_0040,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,0eb434fe06c4b1b0baa97e78a2046944b8b3b2c7b6400610b9879bd124673528,b389cc1e1666efc2e4eb281305a06c958b1eb359dd28eefad2eb36077dc43a26
1592,2026-09-04T03:15:26.282475+00:00,sett_0041-TXN_839945-ORD_SYNTH_0041,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,b389cc1e1666efc2e4eb281305a06c958b1eb359dd28eefad2eb36077dc43a26,c86599f0100300a210d28e861d3416205aa4f37295ed15c20a36b172ebdba7f6
1593,2026-09-04T03:15:26.295823+00:00,sett_0042-TXN_975136-ORD_SYNTH_0042,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,c86599f0100300a210d28e861d3416205aa4f37295ed15c20a36b172ebdba7f6,f0dcd9e3262d8e3e0d9180beb0f6b859527582057440ea888a84639b7346fa3a
1594,2026-09-04T03:15:26.309897+00:00,sett_0043-TXN_934794-ORD_SYNTH_0043,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,f0dcd9e3262d8e3e0d9180beb0f6b859527582057440ea888a84639b7346fa3a,f718cad7e3e40fdcb0524146d47107b4657bf0ae8a4f50f37d2a28700ec30dfa
1595,2026-09-04T03:15:26.322327+00:00,sett_0044-TXN_526117-ORD_SYNTH_0044,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,f718cad7e3e40fdcb0524146d47107b4657bf0ae8a4f50f37d2a28700ec30dfa,8f8d20d55fb2560921f2474ce05f726394babe1a48a4fafa27e08be9df8dde7e
1596,2026-09-04T03:15:26.336276+00:00,sett_0046-TXN_466643-ORD_SYNTH_0046,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,8f8d20d55fb2560921f2474ce05f726394babe1a48a4fafa27e08be9df8dde7e,520ba0e199fac8e22540443d83073664aaa18fffb2e8a9757c125e2c99a0f1de
1597,2026-09-04T03:15:26.349538+00:00,sett_0048-TXN_373903-ORD_SYNTH_0048,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,520ba0e199fac8e22540443d83073664aaa18fffb2e8a9757c125e2c99a0f1de,3e4f523c2983e50f969723ccdecb0ec82b4eeb716a6ac2d0a046ac6adc04056e
1598,2026-09-04T03:15:26.363680+00:00,sett_0052-TXN_301158-ORD_SYNTH_0052,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,3e4f523c2983e50f969723ccdecb0ec82b4eeb716a6ac2d0a046ac6adc04056e,15e750fbb881293e0b686a7184f8413e80073dc8f95ef1ac8936d6cb22ff71a4
1599,2026-09-04T03:15:26.377496+00:00,sett_0053-TXN_525800-ORD_SYNTH_0053,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,15e750fbb881293e0b686a7184f8413e80073dc8f95ef1ac8936d6cb22ff71a4,eb73a745f51907b49bb7be4d9c0462a8e5d1951eac329618871c2b574dd6b815
1600,2026-09-04T03:15:26.391914+00:00,sett_0054-TXN_587575-ORD_SYNTH_0054,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,eb73a745f51907b49bb7be4d9c0462a8e5d1951eac329618871c2b574dd6b815,bd9762a05538b02d838bf37000bc4423d1822ce3f934310ea15c5b935fcf5b57
1601,2026-09-04T03:15:26.404842+00:00,sett_0055-TXN_397571-ORD_SYNTH_0055,stage1_exact,utr_exact_match+order_exact_match,1.0,matched,exact_3way,,matched,bd9762a05538b02d838bf37000bc4423d1822ce3f934310ea15c5b935fcf5b57,b92379e3d75bb384dd8f698ff0c002abb7dcde5105340e627d51321de09b130a
1602,2026-09-04T03:15:26.451749+00:00,sett_0002-TXN_832052-ORD_SYNTH_0002,stage2_fuzzy,high_confidence_amount_date_and_fee_adjusted_settlement_match,0.992,matched,fuzzy_3way,,matched,b92379e3d75bb384dd8f698ff0c002abb7dcde5105340e627d51321de09b130a,174e74da3fec26a0a0a48ae728e38d12a4dbda907281d98ba385cfa680ee7d55
1603,2026-09-04T03:15:26.464427+00:00,sett_0003-TXN_476417-ORD_SYNTH_0003,stage2_fuzzy,high_confidence_amount_date_and_fee_adjusted_settlement_match,0.992,matched,fuzzy_3way,,matched,174e74da3fec26a0a0a48ae728e38d12a4dbda907281d98ba385cfa680ee7d55,b55ea39fb1704ab5fecfcd21af57bae8a9620b974f9e533abcc57abc8bd7e5b3
1604,2026-09-04T03:15:26.479100+00:00,sett_0005-TXN_148050-ORD_SYNTH_0005,stage2_fuzzy,high_confidence_amount_date_and_fee_adjusted_settlement_match,0.992,matched,fuzzy_3way,,matched,b55ea39fb1704ab5fecfcd21af57bae8a9620b974f9e533abcc57abc8bd7e5b3,615b0885cc9cd41707ec9ec759b5edf77c925fc7b54eac93a64fba0e4bf9113e
1605,2026-09-04T03:15:26.492243+00:00,sett_0006-TXN_472528,stage2_fuzzy,high_confidence_amount_date,1.0,matched,fuzzy_bank,,matched,615b0885cc9cd41707ec9ec759b5edf77c925fc7b54eac93a64fba0e4bf9113e,7156274983d8d5054e419cecec9c865c978b4942be13b01524820ab7bdbf27e9
1606,2026-09-04T03:15:26.504788+00:00,sett_0015-TXN_632342,stage2_fuzzy,high_confidence_amount_date,1.0,matched,fuzzy_bank,,matched,7156274983d8d5054e419cecec9c865c978b4942be13b01524820ab7bdbf27e9,6ab7c3639bbc40ed9b40ded879519ca72b68023fc231652718f7ae7ab705a04a
1607,2026-09-04T03:15:26.518675+00:00,sett_0016-TXN_728038-ORD_SYNTH_0016,stage2_fuzzy,high_confidence_amount_date_and_fee_adjusted_settlement_match,0.992,matched,fuzzy_3way,,matched,6ab7c3639bbc40ed9b40ded879519ca72b68023fc231652718f7ae7ab705a04a,903d988e2736c449b2e94aff0e043ac48974facc5b6fc987444d2ec7c23fb2aa
1608,2026-09-04T03:15:26.532421+00:00,sett_0017-TXN_189814-ORD_SYNTH_0017,stage2_fuzzy,high_confidence_amount_date_and_fee_adjusted_settlement_match,0.992,matched,fuzzy_3way,,matched,903d988e2736c449b2e94aff0e043ac48974facc5b6fc987444d2ec7c23fb2aa,bb16c7c03407f168c2f336f2f8ac955ea165a47c4e417033176350e2d93efa43
1609,2026-09-04T03:15:26.545625+00:00,sett_0022-TXN_608993-ORD_SYNTH_0022,stage2_fuzzy,high_confidence_amount_date_and_fee_adjusted_settlement_match,0.992,matched,fuzzy_3way,,matched,bb16c7c03407f168c2f336f2f8ac955ea165a47c4e417033176350e2d93efa43,95c3a34444210624aa9cd63e50c91dce406afc05828dd93032b887c44d4a4e9e
1610,2026-09-04T03:15:26.561973+00:00,sett_0025-TXN_360735-ORD_SYNTH_0025,stage2_fuzzy,high_confidence_amount_date_and_fee_adjusted_settlement_match,0.992,matched,fuzzy_3way,,matched,95c3a34444210624aa9cd63e50c91dce406afc05828dd93032b887c44d4a4e9e,defbd45dc555061c38157a36bd6f9241f0d6bf253a6c5c8fe59d8522ca759166
1611,2026-09-04T03:15:26.575584+00:00,sett_0026-TXN_564656-ORD_SYNTH_0026,stage2_fuzzy,high_confidence_amount_date_and_fee_adjusted_settlement_match,0.992,matched,fuzzy_3way,,matched,defbd45dc555061c38157a36bd6f9241f0d6bf253a6c5c8fe59d8522ca759166,b7fbe1fde8f0953ba8d2e88053c58efe12b7f608705abc88dd24d112c40d4d2c
1612,2026-09-04T03:15:26.588691+00:00,sett_0045-TXN_802448,stage2_fuzzy,high_confidence_amount_date,1.0,matched,fuzzy_bank,,matched,b7fbe1fde8f0953ba8d2e88053c58efe12b7f608705abc88dd24d112c40d4d2c,ef1ee9e3ac1ae08bbfa570354d979d0b530c1f388e5f30a72fbfac307af079f3
1613,2026-09-04T03:15:26.603433+00:00,sett_0047-TXN_468203,stage2_fuzzy,high_confidence_amount_date,1.0,matched,fuzzy_bank,,matched,ef1ee9e3ac1ae08bbfa570354d979d0b530c1f388e5f30a72fbfac307af079f3,b3f40f88850e428cd61d617cea41e4c0afb62bfa35d70bc0961c24ad692547b0
1614,2026-09-04T03:15:26.616689+00:00,sett_0049-TXN_636265,stage2_fuzzy,high_confidence_amount_date,1.0,matched,fuzzy_bank,,matched,b3f40f88850e428cd61d617cea41e4c0afb62bfa35d70bc0961c24ad692547b0,3d229ce38adbed226e7ffecc766b8ef24f9ec1dfe215c0a3e638db2afecc4bba
1615,2026-09-04T03:15:26.629976+00:00,sett_0050-TXN_820221-ORD_SYNTH_0050,stage2_fuzzy,high_confidence_amount_date_and_fee_adjusted_settlement_match,0.992,matched,fuzzy_3way,,matched,3d229ce38adbed226e7ffecc766b8ef24f9ec1dfe215c0a3e638db2afecc4bba,da8aedd63c91543a94efc64ac5a6a2bae8c944acf41b6cc4110d2ff6b3465225
1616,2026-09-04T03:15:26.643721+00:00,sett_0051-TXN_854717-ORD_SYNTH_0051,stage2_fuzzy,high_confidence_amount_date_and_fee_adjusted_settlement_match,0.992,matched,fuzzy_3way,,matched,da8aedd63c91543a94efc64ac5a6a2bae8c944acf41b6cc4110d2ff6b3465225,b35efedd909de93d991b77bc92a1ace41283467ad9e98bb6d6f976f189bf25fb
1617,2026-09-04T03:16:38.098985+00:00,ORD_ORPHAN_3664,stage3_llm,,,llm_parse_error,,"Error code: 404 - {'error': {'message': 'The model `llama-3.3-70b-versatile` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",llm_parse_error,b35efedd909de93d991b77bc92a1ace41283467ad9e98bb6d6f976f189bf25fb,2dda32b531e18605d6158fe8b9057c26ab830b69bbe05225baf9b7fef01554b2
1618,2026-09-04T03:16:38.170485+00:00,ORD_DUP_9201,stage3_llm,,,llm_parse_error,,"Error code: 404 - {'error': {'message': 'The model `llama-3.3-70b-versatile` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",llm_parse_error,2dda32b531e18605d6158fe8b9057c26ab830b69bbe05225baf9b7fef01554b2,314d3f2d5811043724b91bc932e7c7bdaaa4318b456b01ca27ccac6075a8f44d
1619,2026-09-04T03:16:38.190234+00:00,ORD_ORPHAN_7745,stage3_llm,,,llm_parse_error,,"Error code: 404 - {'error': {'message': 'The model `llama-3.3-70b-versatile` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",llm_parse_error,314d3f2d5811043724b91bc932e7c7bdaaa4318b456b01ca27ccac6075a8f44d,dd9ce7faa877cf60299b9b9b8bc5ee36117f71085164cbefd96b48a32518807c
1620,2026-09-04T03:16:38.208259+00:00,ORD_DUP_2137,stage3_llm,,,llm_parse_error,,"Error code: 404 - {'error': {'message': 'The model `llama-3.3-70b-versatile` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",llm_parse_error,dd9ce7faa877cf60299b9b9b8bc5ee36117f71085164cbefd96b48a32518807c,2f41fbd417cf52c3233cb0acaf73807cafbfa51cd678e50442e019aab36ff2ba
1621,2026-09-04T03:16:38.226594+00:00,ORD_ORPHAN_8149,stage3_llm,,,llm_parse_error,,"Error code: 404 - {'error': {'message': 'The model `llama-3.3-70b-versatile` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",llm_parse_error,2f41fbd417cf52c3233cb0acaf73807cafbfa51cd678e50442e019aab36ff2ba,241030c02d76cba0076a08e65bc7a6cbfc900dcebfc2bb4fb606b8ae3a2dcd39
